statement,fact_confidence,classify_confidence,authentication_confidence,label_prediction,label
"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",NaN,0.97,NaN,False,False
John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,NaN,0.9,NaN,False,True
"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",NaN,0.93,NaN,False,True
"The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",NaN,0.95,NaN,True,True
"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.",NaN,0.95,NaN,True,False
The average Atlanta resident spends an extra $924 each year in additional gasoline and wasted time.,NaN,0.8,NaN,True,True
Federal health care reforms amounted to the government takeover of health care.,NaN,0.97,NaN,False,False
Barack Obama and Hillary Clinton have changed their positions (on the Iraq war withdrawal) to follow Chris Dodd.,NaN,0.85,NaN,False,False
Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,NaN,0.98,NaN,False,False
"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",NaN,0.8,NaN,True,False
"6,400 Ohioans ... lost manufacturing jobs in the month of September.",NaN,0.95,NaN,True,True
Mitch McConnell voted with Harry Reid to infringe on our gun rights.,NaN,0.92,NaN,False,False
Says Ron Johnson gave himself a $10 million sweetheart corporate payout,NaN,0.85,NaN,True,False
"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",NaN,0.85,NaN,True,False
"The United States can immediately tap a domestic energy resource of more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.",NaN,0.92,NaN,False,False
Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,NaN,0.85,NaN,False,False
We need a Senator who shows up to work. Sherrod Brown missed over 350 official votes.,NaN,0.95,NaN,False,False
It is already in the law that there is a requirement to screen (refugees) for religion.,NaN,0.9,NaN,False,True
"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",NaN,0.95,NaN,False,False
"I did very well with young people in Ohio, Massachusetts, California.",NaN,0.8,NaN,False,False
"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""",NaN,0.8,NaN,True,False
"McCain ""has opposed stem cell research.""",NaN,0.95,NaN,False,False
Austin has more lobbyists working for it than any other municipality in Texas.,NaN,0.85,NaN,True,True
"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",NaN,0.99,NaN,False,False
"If the Trans-Pacific Partnership is fast-tracked through the Senate, it wont receive a committee assignment and the consideration will include no debate.",NaN,0.95,NaN,False,False
On whether the government should bail out insurance giant AIG.,NaN,0.95,NaN,False,False
The Cleveland police has issued a stand down order to officers.,NaN,0.95,NaN,False,False
"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.",NaN,0.95,NaN,True,True
We already pay the highest electricity prices in the country here in New England.,NaN,0.95,NaN,True,False
We're going to have more troops (in Afghanistan) . . . than the Russians had.,NaN,0.95,NaN,False,False
Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,NaN,0.85,NaN,False,False
Florida is investing record amounts of funding for HIV/AIDS prevention.,NaN,0.85,NaN,True,False
There's only four senators senior to me ... there's still 44 older than me.,NaN,0.95,NaN,False,True
"All four on Mount Rushmore, they were all independents at one critical point in their career.",NaN,0.95,NaN,False,False
We didnt go out asking people to join the stand your ground task force.,NaN,0.85,NaN,False,False
Rhode Islands exports have increased by 53 percent in the last two years.,NaN,0.9,NaN,False,True
Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,NaN,0.95,NaN,False,False
"Mitt Romney boasts that he is ""proud to be the only major candidate for president to sign the tax pledge. The others have not.""",NaN,0.85,NaN,False,True
"More than 250 (voter registration) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now.",NaN,0.7,NaN,False,False
"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",NaN,0.85,NaN,False,True
I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City. -,NaN,0.9,NaN,False,False
"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",NaN,0.9,NaN,False,False
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,NaN,0.97,NaN,False,False
The United States is the only developed country in the world without paid maternity leave.,NaN,0.98,NaN,True,True
A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.,NaN,0.95,NaN,True,True
Rhode Islands unemployment insurance system is the most expensive such system in the country.,NaN,0.9,NaN,False,False
"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",NaN,0.95,NaN,True,True
"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",NaN,0.98,NaN,True,True
"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",NaN,0.95,NaN,False,False
The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,NaN,0.85,NaN,False,False
The transportation package passed by the General Assembly would impose the largest tax increase in Virginias history.,NaN,0.9,NaN,False,False
My home state since June of 2009 created 40 percent of the new jobs in America.,NaN,0.95,NaN,False,True
"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.",NaN,0.95,NaN,False,False
"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.",NaN,0.9,NaN,False,False
"Says last year 13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.",NaN,0.93,NaN,True,False
Says his state budget will provide an increase in state funding for the 2011-12 school year.,NaN,0.9,NaN,False,True
"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",NaN,0.9,NaN,False,False
Sayvideo shows massive alligator strolling across Florida golf course.,NaN,0.98,NaN,True,True
On whether people can keep their insurance under the Affordable Care Act.,NaN,0.9,NaN,False,False
"We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a fraction of what we're spending in Iraq, the $500 billion we've spent there",NaN,0.85,NaN,True,True
"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",NaN,0.9,NaN,False,True
Weve introduced a bill that includes $12 billion in cuts over the next week.,NaN,0.85,NaN,False,False
Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,NaN,0.85,NaN,False,False
"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",NaN,0.98,NaN,False,False
"From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station",NaN,0.9,NaN,False,True
"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",NaN,0.85,NaN,True,True
Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,NaN,0.85,NaN,False,False
"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",NaN,1.0,NaN,False,False
"Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.",NaN,0.85,NaN,False,False
The Red Sox waited 87 long years to win the World Series.,NaN,0.98,NaN,False,False
Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,NaN,0.85,NaN,False,True
"The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.",NaN,0.8,NaN,False,False
Georgia has the second-highest rate of childhood obesity in the United States.,NaN,0.85,NaN,False,True
"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.",NaN,0.9,NaN,True,True
A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,NaN,0.85,NaN,False,False
Says my plan is a property tax cut.,NaN,0.7,NaN,False,False
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,NaN,0.85,NaN,False,False
Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,NaN,0.95,NaN,False,False
A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,NaN,0.95,NaN,False,False
"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",NaN,0.9,NaN,False,False
There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,NaN,0.95,NaN,True,False
Health insurance and medical costs are going down because of Obamacare.,NaN,0.9,NaN,False,False
"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",NaN,0.95,NaN,True,True
Says Texas GOP platform calls for end to teaching critical thinking in public schools.,NaN,0.95,NaN,True,False
Four out of 10 homicides are committed by gun in this city.,NaN,0.7,NaN,False,True
A picture shows former President Bill Clinton naked with another woman.,NaN,1.0,NaN,False,False
"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",NaN,0.95,NaN,False,False
If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,NaN,0.85,NaN,False,False
"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",NaN,0.85,NaN,False,False
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",NaN,0.85,NaN,True,False
"Last month, 44 of the 50 states saw an increase in the unemployment rate.",NaN,0.95,NaN,False,False
Wind power is the most undependable form of renewable energy.,NaN,0.8,NaN,False,False
Charlie Crist allowed college tuition to increase up to 15 percent every year.,NaN,0.9,NaN,True,True
The House has never failed to pass a budget in the modern era.,NaN,0.98,NaN,False,True
Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,NaN,0.95,NaN,False,False
"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",NaN,0.95,NaN,True,True
Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,NaN,0.9,NaN,True,True
"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",NaN,0.9,NaN,False,False
"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",NaN,0.9,NaN,False,True
Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,NaN,0.85,NaN,True,False
"Obama ""won health care for 150,000 people.""",NaN,0.95,NaN,False,True
"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",NaN,0.95,NaN,True,True
State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,NaN,0.85,NaN,True,False
State governments have little ability to stimulate job growth in the short run.,NaN,0.8,NaN,False,True
He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,NaN,0.9,NaN,False,True
Says the U.S. federal income tax rate was 0 percent until 1913.,NaN,0.95,NaN,True,False
"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",NaN,0.85,NaN,True,True
"Texas has, now, the highest share of minimum-wage workers in the nation.",NaN,0.95,NaN,True,True
"Two months ago, Donald Trump said that ISIS was not our fight.",NaN,0.95,NaN,False,True
"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",NaN,0.9,NaN,False,False
You had supported John McCain's military strategies pretty adamantly until this race.,NaN,0.85,NaN,False,False
Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,NaN,0.85,NaN,False,False
Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,NaN,0.95,NaN,False,False
$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,NaN,0.95,NaN,False,False
"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",NaN,0.95,NaN,True,False
Nothing in the Constitution explicitly guarantees our right to vote.,NaN,0.85,NaN,True,True
Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,NaN,0.85,NaN,False,False
"On the new dollar coins, ""'In God We Trust' is gone!""",NaN,0.98,NaN,False,False
Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,NaN,0.93,NaN,True,True
Takes credit for substantially reducing the size of the state workforce.,NaN,0.85,NaN,False,True
"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",NaN,0.9,NaN,True,True
"In the last 10 years, Georgias middle class income has dropped $6,500.",NaN,0.9,NaN,False,True
Rooting for the Red Sox is like rooting for the drug companies.,NaN,1.0,NaN,False,True
"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",NaN,0.93,NaN,False,False
On allowing a vote on universal gun background checks in the U.S. Senate.,NaN,0.8,NaN,False,True
"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",NaN,0.95,NaN,False,False
Obama has more czars than the Romanovs.,NaN,0.9,NaN,True,True
Gov. McDonnells proposed budget is cutting public education.,NaN,0.85,NaN,False,False
A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,NaN,0.8,NaN,False,False
"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",NaN,0.9,NaN,False,True
Says Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.,NaN,0.85,NaN,True,False
U.S. Rep. Connie Mack voted to raise his own pay several times.,NaN,0.9,NaN,False,False
No poll done this year ... shows less than a majority to reinstate a federal ban on assault weapons.,NaN,0.9,NaN,False,True
I have spent virtually every weekend since Memorial Day in the Panhandle.,NaN,0.85,NaN,False,True
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",NaN,0.98,NaN,False,False
Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,NaN,0.85,NaN,False,False
Says Romney called Russia our No. 1 enemy.,NaN,0.95,NaN,False,True
Theres been no conclusive or specific report to say Russia was trying to muddy the election.,NaN,0.98,NaN,False,False
Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,NaN,0.82,NaN,False,False
"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",NaN,0.9,NaN,True,False
"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",NaN,0.85,NaN,False,False
Says Nick Kahl made it harder for many families to cover basic health care expenses.,NaN,0.85,NaN,False,False
"In California, the windmills are killing hundreds and hundreds of eagles.",NaN,0.85,NaN,False,False
"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.",NaN,0.9,NaN,True,True
We did not even have a federal income tax in this country until 1913.,NaN,0.98,NaN,True,True
"The White House is won in the swing states, and I am winning the swing states.",NaN,0.85,NaN,False,False
"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",NaN,0.9,NaN,True,True
Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,NaN,0.95,NaN,True,False
Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,NaN,0.85,NaN,True,False
"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",NaN,0.8,NaN,False,False
Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,NaN,0.95,NaN,True,False
The U.S. doesnt make television sets anymore.,NaN,0.95,NaN,True,True
"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",NaN,0.9,NaN,True,True
Wisconsins projected state budget shortfall is now as low as $1.5 billion,NaN,0.9,NaN,False,False
Heroin .. pours across our southern borders.,NaN,0.95,NaN,False,True
"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",NaN,0.85,NaN,True,True
Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,NaN,0.85,NaN,False,False
"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",NaN,0.95,NaN,True,True
"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law",NaN,0.9,NaN,True,False
"Says hes arrested more criminals, including thousands of child predators and sex offenders, than any previous Texas attorney general.",NaN,0.8,NaN,False,True
"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",NaN,0.95,NaN,True,True
"Sources show (Connie) Mack as a resident of California, living with his wife in Palm Springs.",NaN,0.95,NaN,False,False
"We have an Army that just cut 40,000 spots.",NaN,0.9,NaN,True,True
"In South Sudan, more teenage girls die in childbirth than finish high school.",NaN,0.95,NaN,True,True
"Says Ohio Rep. Marcy Kaptur actually lives in a fancy condo in the Washington, D.C. suburbs.",NaN,0.9,NaN,False,False
"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",NaN,0.95,NaN,False,False
"Despite attention on global warming, fewer Americans carpool today to work than carpooled in 1980 and SUVs have never been a larger proportion of the vehicles being sold in this country.",NaN,0.95,NaN,True,True
"Says in 2002, he won more Hispanic votes than Anglo votes, 60 percent in the state.",NaN,0.95,NaN,False,True
"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",NaN,0.95,NaN,True,True
Says Mitt Romney supports cap and trade.,NaN,0.85,NaN,True,False
"Since the beginning of the year weve created a net increase of 45,000 jobs.",NaN,0.7,NaN,False,False
Texas has a higher unemployment rate than neighboring states.,NaN,0.8,NaN,True,True
"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",NaN,0.85,NaN,True,True
My supporters arent special interest groups in Madison and Milwaukee.,NaN,0.7,NaN,False,True
"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",NaN,0.8,NaN,True,False
John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,NaN,0.8,NaN,True,False
"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",NaN,0.9,NaN,False,True
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,NaN,0.95,NaN,True,False
The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,NaN,0.95,NaN,False,False
You know what (Saddam Hussein) did well? He killed terrorists.,NaN,0.85,NaN,False,False
The average age of the minimum wage worker is 35 years old.,NaN,0.9,NaN,True,False
"Says McCain ""supported George Bush's policies 95 percent of the time.""",NaN,0.95,NaN,True,False
More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,NaN,0.95,NaN,True,True
"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",NaN,0.85,NaN,False,True
Says One of the states largest governments made charging this tax one of their top priorities just this year.,NaN,0.6,NaN,False,False
The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,NaN,0.9,NaN,False,False
Says Donald Trump publicly invited Putin to hack into Americans (emails).,NaN,0.95,NaN,True,False
"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.",NaN,0.9,NaN,True,False
"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",NaN,0.85,NaN,False,True
On redistricting.,NaN,0.1,NaN,False,False
"We had a three-hour debate, no discussion about the national debt, very little about the economy.",NaN,0.9,NaN,True,True
Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,NaN,0.85,NaN,True,True
"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.",NaN,0.95,NaN,False,False
"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",NaN,0.95,NaN,False,False
More women are graduating from college now than men.,NaN,0.98,NaN,True,True
"We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities, most of them for tech schools.",NaN,0.8,NaN,False,True
Were taxing our small businesses now at rates higher than corporations.,NaN,0.9,NaN,False,False
"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",NaN,0.95,NaN,False,False
Health insurance companies' costs are only 4 percent of all health care spending.,NaN,0.9,NaN,False,True
Says Donald Trump once suggested that he would try to negotiate down the national debt.,NaN,0.95,NaN,True,True
"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",NaN,0.85,NaN,False,True
"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",NaN,0.9,NaN,True,True
Says Larry Taylor gave in-state tuition to illegal immigrants.,NaN,0.85,NaN,True,False
The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,NaN,0.92,NaN,True,False
Six thousand people have sought addiction treatment through expanded Medicaid.,NaN,0.9,NaN,True,False
"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",NaN,0.8,NaN,True,True
"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",NaN,0.9,NaN,False,False
It is a fact that it costs more to run the schools in August.,NaN,0.8,NaN,False,False
The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,NaN,0.9,NaN,False,False
"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",NaN,0.95,NaN,False,False
Fifty-seven of Rubios 100 ideas ultimately became law.,NaN,0.85,NaN,True,False
"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",NaN,0.85,NaN,False,False
About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,NaN,0.99,NaN,False,False
"Military spending cuts, known as the sequester, were President Barack Obamas idea.",NaN,0.85,NaN,False,False
"George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.",NaN,0.9,NaN,True,True
Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,NaN,0.85,NaN,True,False
Bill McCollum backed Jim Greers effort to hide financial irregularities.,NaN,0.85,NaN,False,False
"First, he was in favor of my plan, now he's attacking it.",NaN,0.5,NaN,False,True
Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,NaN,0.95,NaN,False,False
Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,NaN,0.95,NaN,True,True
All Aboard Florida is a 100 percent private venture. There is no state money involved.,NaN,0.95,NaN,False,False
Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,NaN,0.95,NaN,False,False
On ending stop and frisk,NaN,0.6,NaN,False,False
Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,NaN,0.85,NaN,True,False
"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",NaN,0.92,NaN,False,False
"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",NaN,0.9,NaN,True,False
Youve been tremendously deceived by people who say the Earth is not flat.,NaN,1.0,NaN,False,False
Jennifer Carrolls an outsider.,NaN,0.8,NaN,False,False
Hedge fund managers pay less in taxes than nurses and truck drivers.,NaN,0.85,NaN,True,False
Says President Barack Obamas approval rating gained 3 points in the last couple months.,NaN,0.8,NaN,True,True
"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",NaN,0.95,NaN,False,True
A proposal to reduce the deficit involved large tax cuts for the top bracket.,NaN,0.9,NaN,False,False
Says Mitch McConnell voted two times against the Violence Against Women Act.,NaN,0.95,NaN,True,False
"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",NaN,0.95,NaN,False,True
Wisconsin law says all recall petition signers must sign in the presence of another person.,NaN,0.95,NaN,False,False
"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",NaN,0.9,NaN,False,False
I never lobbied under any circumstance for Freddie Mac.,NaN,0.9,NaN,False,False
"Says Mitt Romneys housing policy is, Dont try and stop the foreclosure process. Let it run its course and hit the bottom.",NaN,0.95,NaN,True,False
"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",NaN,0.7,NaN,False,False
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",NaN,0.95,NaN,True,True
Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,NaN,0.85,NaN,False,False
"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",NaN,0.9,NaN,False,False
"New Mexico was 46th in teacher pay (when he was elected), now we're 29th.",NaN,0.85,NaN,True,True
"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",NaN,0.85,NaN,False,False
David Perdue has never voted in a Republican primary until his name was on the ballot.,NaN,0.95,NaN,True,False
"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",NaN,0.85,NaN,False,False
The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,NaN,0.98,NaN,True,True
Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,NaN,0.7,NaN,False,False
"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""",NaN,0.95,NaN,False,False
Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,NaN,0.85,NaN,True,True
Says Barack Obamas comments indicate he believes in redistribution of wealth.,NaN,0.95,NaN,True,True
"Says of the 2,000 Portland households in the year-long (composting) pilot, 87 percent of participants reported being satisfied with the overall system.",NaN,0.9,NaN,True,False
Says Oregon state employees received a catch-up pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.,NaN,0.95,NaN,True,False
"Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.",NaN,0.95,NaN,True,True
"All of Texas is conservative, except a little bit of Austin.",NaN,0.95,NaN,False,False
"Under this tax cut, middle-class families dont save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation.",NaN,0.85,NaN,False,True
The poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,NaN,0.85,NaN,True,True
Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,NaN,1.0,NaN,False,False
"Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.",NaN,0.85,NaN,False,False
On the National Animal Identification System.,NaN,0.3,NaN,False,False
Elorza wants to teach our public school children about the non-existence of God.,NaN,0.95,NaN,False,False
Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,NaN,0.93,NaN,False,False
