statement,authen_confidence,label
"We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a fraction of what we're spending in Iraq, the $500 billion we've spent there",1.0,True
"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",1.0,True
Weve introduced a bill that includes $12 billion in cuts over the next week.,1.0,False
Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,0.95,False
"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",1.0,False
"From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station",1.0,True
"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",0.9,True
Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,0.85,False
"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",1.0,False
"Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.",0.95,False
The Red Sox waited 87 long years to win the World Series.,1.0,False
Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,0.95,True
"The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.",1.0,False
Georgia has the second-highest rate of childhood obesity in the United States.,0.8,True
"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.",1.0,True
A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,1.0,False
Says my plan is a property tax cut.,1.0,False
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,1.0,False
Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,1.0,False
A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,0.8,False
"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",0.95,False
There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,1.0,False
Health insurance and medical costs are going down because of Obamacare.,0.95,False
"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",1.0,True
Says Texas GOP platform calls for end to teaching critical thinking in public schools.,0.95,False
Four out of 10 homicides are committed by gun in this city.,1.0,True
A picture shows former President Bill Clinton naked with another woman.,0.3,False
"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",1.0,False
If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,0.95,False
"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",0.95,False
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",0.6,False
"Last month, 44 of the 50 states saw an increase in the unemployment rate.",0.7,False
Wind power is the most undependable form of renewable energy.,0.6,False
Charlie Crist allowed college tuition to increase up to 15 percent every year.,1.0,True
The House has never failed to pass a budget in the modern era.,1.0,True
Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,1.0,False
"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1.0,True
Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,0.95,True
"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",1.0,False
"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",0.95,True
Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,1.0,False
"Obama ""won health care for 150,000 people.""",0.95,True
"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",1.0,True
State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,1.0,False
State governments have little ability to stimulate job growth in the short run.,0.8,True
He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,1.0,True
Says the U.S. federal income tax rate was 0 percent until 1913.,1.0,False
"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",0.9,True
"Texas has, now, the highest share of minimum-wage workers in the nation.",1.0,True
"Two months ago, Donald Trump said that ISIS was not our fight.",1.0,True
"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",1.0,False
You had supported John McCain's military strategies pretty adamantly until this race.,0.9,False
Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,0.9,False
Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,1.0,False
$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,0.7,False
"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",1.0,False
Nothing in the Constitution explicitly guarantees our right to vote.,0.9,True
Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,0.95,False
"On the new dollar coins, ""'In God We Trust' is gone!""",0.2,False
Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,0.8,True
Takes credit for substantially reducing the size of the state workforce.,0.6,True
"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",1.0,True
"In the last 10 years, Georgias middle class income has dropped $6,500.",1.0,True
Rooting for the Red Sox is like rooting for the drug companies.,1.0,True
"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",1.0,False
On allowing a vote on universal gun background checks in the U.S. Senate.,1.0,True
"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",1.0,False
Obama has more czars than the Romanovs.,1.0,True
Gov. McDonnells proposed budget is cutting public education.,1.0,False
A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,1.0,False
"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",1.0,True
Says Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.,1.0,False
U.S. Rep. Connie Mack voted to raise his own pay several times.,0.95,False
No poll done this year ... shows less than a majority to reinstate a federal ban on assault weapons.,1.0,True
I have spent virtually every weekend since Memorial Day in the Panhandle.,0.9,True
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",0.1,False
Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,0.95,False
Says Romney called Russia our No. 1 enemy.,1.0,True
Theres been no conclusive or specific report to say Russia was trying to muddy the election.,1.0,False
Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,1.0,False
"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",1.0,False
"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",1.0,False
Says Nick Kahl made it harder for many families to cover basic health care expenses.,0.8,False
"In California, the windmills are killing hundreds and hundreds of eagles.",1.0,False
"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.",1.0,True
We did not even have a federal income tax in this country until 1913.,0.8,True
"The White House is won in the swing states, and I am winning the swing states.",0.95,False
"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",1.0,True
Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,0.95,False
Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,1.0,False
"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",0.85,False
Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,1.0,False
The U.S. doesnt make television sets anymore.,0.9,True
"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",1.0,True
Wisconsins projected state budget shortfall is now as low as $1.5 billion,0.7,False
Heroin .. pours across our southern borders.,0.95,True
"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",0.95,True
Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,0.95,False
"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",0.95,True
"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov. Scott Walkers collective bargaining law",0.95,False
"Says hes arrested more criminals, including thousands of child predators and sex offenders, than any previous Texas attorney general.",1.0,True
"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",1.0,True
"Sources show (Connie) Mack as a resident of California, living with his wife in Palm Springs.",0.95,False
"We have an Army that just cut 40,000 spots.",0.95,True
"In South Sudan, more teenage girls die in childbirth than finish high school.",0.95,True
"Says Ohio Rep. Marcy Kaptur actually lives in a fancy condo in the Washington, D.C. suburbs.",0.8,False
"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",0.7,False
"Despite attention on global warming, fewer Americans carpool today to work than carpooled in 1980 and SUVs have never been a larger proportion of the vehicles being sold in this country.",0.3,True
"Says in 2002, he won more Hispanic votes than Anglo votes, 60 percent in the state.",1.0,True
"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",1.0,True
Says Mitt Romney supports cap and trade.,0.95,False
"Since the beginning of the year weve created a net increase of 45,000 jobs.",1.0,False
Texas has a higher unemployment rate than neighboring states.,1.0,True
"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",0.9,True
My supporters arent special interest groups in Madison and Milwaukee.,0.9,True
"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",0.95,False
John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.,1.0,False
"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",0.7,True
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,0.2,False
The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,0.95,False
You know what (Saddam Hussein) did well? He killed terrorists.,1.0,False
The average age of the minimum wage worker is 35 years old.,1.0,False
"Says McCain ""supported George Bush's policies 95 percent of the time.""",1.0,False
More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,0.95,True
"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",1.0,True
Says One of the states largest governments made charging this tax one of their top priorities just this year.,0.95,False
The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,1.0,False
Says Donald Trump publicly invited Putin to hack into Americans (emails).,1.0,False
"The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy.",1.0,False
"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",1.0,True
On redistricting.,1.0,False
"We had a three-hour debate, no discussion about the national debt, very little about the economy.",1.0,True
Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,0.95,True
"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.",1.0,False
"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",0.7,False
More women are graduating from college now than men.,1.0,True
"We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities, most of them for tech schools.",1.0,True
Were taxing our small businesses now at rates higher than corporations.,1.0,False
"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",0.8,False
Health insurance companies' costs are only 4 percent of all health care spending.,1.0,True
Says Donald Trump once suggested that he would try to negotiate down the national debt.,1.0,True
"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",1.0,True
"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",1.0,True
Says Larry Taylor gave in-state tuition to illegal immigrants.,0.5,False
"After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.",0.9,False
The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,0.9,False
Six thousand people have sought addiction treatment through expanded Medicaid.,0.8,False
"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",0.95,True
"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",1.0,False
It is a fact that it costs more to run the schools in August.,0.8,False
The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,1.0,False
"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",0.9,False
Fifty-seven of Rubios 100 ideas ultimately became law.,1.0,False
"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",0.9,False
About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,1.0,False
"Military spending cuts, known as the sequester, were President Barack Obamas idea.",1.0,False
"George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.",0.7,True
Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,1.0,False
Bill McCollum backed Jim Greers effort to hide financial irregularities.,1.0,False
"First, he was in favor of my plan, now he's attacking it.",1.0,True
Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,0.3,False
Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,0.95,True
All Aboard Florida is a 100 percent private venture. There is no state money involved.,1.0,False
Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,0.2,False
On ending stop and frisk,1.0,False
Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,1.0,False
"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",1.0,False
"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",0.7,False
Youve been tremendously deceived by people who say the Earth is not flat.,0.7,False
Jennifer Carrolls an outsider.,1.0,False
Hedge fund managers pay less in taxes than nurses and truck drivers.,1.0,False
Says President Barack Obamas approval rating gained 3 points in the last couple months.,1.0,True
"In the city of Milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1.0,True
A proposal to reduce the deficit involved large tax cuts for the top bracket.,0.95,False
Says Mitch McConnell voted two times against the Violence Against Women Act.,1.0,False
"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",1.0,True
Wisconsin law says all recall petition signers must sign in the presence of another person.,1.0,False
"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",1.0,False
I never lobbied under any circumstance for Freddie Mac.,0.9,False
"Says Mitt Romneys housing policy is, Dont try and stop the foreclosure process. Let it run its course and hit the bottom.",0.95,False
"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",1.0,False
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",1.0,True
Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,0.95,False
"Based on current trends, 15.5 million girls will be married in the next 16 years as children.",0.95,False
"New Mexico was 46th in teacher pay (when he was elected), now we're 29th.",1.0,True
"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",0.9,False
David Perdue has never voted in a Republican primary until his name was on the ballot.,1.0,False
"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, it leaves about 15 million people who are uninsured.",1.0,False
The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,1.0,True
Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,1.0,False
Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,1.0,False
"A small business receiving a federal tax credit ""to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.""",1.0,False
Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,0.8,True
Says Barack Obamas comments indicate he believes in redistribution of wealth.,1.0,True
"Says of the 2,000 Portland households in the year-long (composting) pilot, 87 percent of participants reported being satisfied with the overall system.",1.0,False
Says Oregon state employees received a catch-up pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.,1.0,False
"Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.",0.9,True
"All of Texas is conservative, except a little bit of Austin.",0.95,False
"Under this tax cut, middle-class families dont save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation.",1.0,True
The poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,0.6,True
Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,0.9,False
"Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.",1.0,False
On the National Animal Identification System.,1.0,False
Elorza wants to teach our public school children about the non-existence of God.,0.85,False
Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,1.0,False
On implementing a sales tax.,0.95,False
"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",0.8,False
Ninety percent of the people in Arkansas still love Bill Clinton.,1.0,False
The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,1.0,True
Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1.0,True
"A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",0.2,False
Says our 12 month job increase was the sixth highest in the nation.,1.0,False
Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,1.0,False
"Its not true that since hes been the president, executions in Iran have increased by four times.",0.8,False
"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",0.8,False
Says Chris Dudley thinks Oregons minimum wage is too high.,1.0,False
Over half the people on disability are either anxious or their back hurts.,0.7,False
The Democrats in the Senate and some members of Congress defended what Fannie and Freddie were doing. They resisted any change.,1.0,False
"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",1.0,True
Says Gov. Mike Pence and Rep. Mike Coffman take the same positions on a number of things... Coffman and Pence oppose equal rights for LGBT Americans.,0.95,False
"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",1.0,False
One of every two Wisconsin residents are on some kind of government handout.,0.8,False
"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",1.0,False
"Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.",0.85,True
"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",1.0,False
"In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.",0.95,True
I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,1.0,True
"Your tax dollars are not being used to sue you, the people.",1.0,False
"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.",1.0,False
"In Cobb County, every meeting opened with a prayer. The ACLU objected. Sued ... [Sam] Olens took on the ACLU and won!",0.95,False
Felony crimes in the city of Atlanta are the lowest they have been since 1969.,0.85,True
Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,1.0,True
Republicans are attempting to remove Barack Obama from Georgias Presidential Ballot in 2012.,0.8,False
"Says Hillary Clinton takes tens of millions of dollars from countries that hate women, that disrespect women, that throw gays off of buildings.",0.95,False
Says he came to the Republican Party sooner in age than Ronald Reagan.,1.0,True
Voter turnout for some groups in the 2008 presidential general election in Georgia was far greater than it should have been demographically.,1.0,True
"Fluoride in the water, that was originally done by the Nazis!",0.9,False
He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,1.0,True
"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",1.0,False
"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.",0.2,False
"The total number of dollars that passes through the Department of Development is like $900 million and like $650 (million) of it has nothing to do with development, which is breathtaking when you think about it.",1.0,False
"Medicare only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.",0.95,False
"In the 2014 election, 80 percentofpoor people did not vote.",1.0,True
Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,1.0,True
"Thanks to the Trans-Pacific Partnership, Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.",1.0,False
"As state treasurer, Alexi Giannoulias lost $73 million in our kids college savings.",1.0,False
District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,1.0,False
We now work the longest hours of any people around the world.,1.0,False
"When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home.",1.0,True
The policy of the Bush administration was also not to add new nuclear capabilities.,0.95,False
"We haven't built a refinery, I think, in 30 years.",0.9,False
"In the state legislature, I supported Second Amendment rights.",1.0,True
"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",1.0,False
The Republican National Convention is a Super Bowl times four.,1.0,False
"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",0.9,False
Says more Republicans than Democrats voted for the Wall Street bailouts.,1.0,False
Says a prank phone call caused 400 children to be taken from their parents... without warrant.,0.95,False
A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,0.7,False
Californias Prop 55 prevents $4 billion in new cuts to our schools.,0.2,False
"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",0.95,True
"This town (Wilmington, Ohio) hasnt taken any money from the government. They dont want any money from the government.",0.95,False
"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",1.0,False
22 Countries Invaded by the U.S. in 20 Years.,0.2,False
Sixteen [federal] programs exist to fight homelessness and some of them are duplicative.,1.0,True
The U.S. Constitution is the oldest written constitution still in use today among nations.,1.0,True
Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,0.7,False
Republicans offered Wisconsin bar patrons free shots (of alcohol) to sign recall petitions against Democrats.,0.85,False
Says Donald Trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,1.0,True
The Democrat-led Senate has failed to pass a budget for 750 days ... Senate Democrats have neglected one of their most basic responsibilities.,1.0,False
On Common Core.,1.0,False
Says Ron Johnson helped companies ship jobs overseas.,1.0,False
Florida Democrats just voted to impose Sharia law on women.,0.2,False
Says opponent Beto ORourke wants to legalize drugs.,1.0,False
Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.,0.95,False
Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,1.0,True
Our economy is not growing.,1.0,False
It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,0.95,False
Says Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,1.0,False
Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,0.9,False
"For at least a year now, I have called for two additional brigades, perhaps three.",1.0,True
Says Hillary Clinton wants to go to a single-payer plan for health care,1.0,False
Foreign aid is less than 1 percent of our federal budget.,1.0,True
Pay-as-you-go is the principle that helped transform large deficits into surpluses in the 1990s.,1.0,False
"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",0.1,True
"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.",0.9,False
"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",1.0,True
Says a rather extraordinary amount of non-classroom employees were added by Texas school districts over the last decade.,1.0,True
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",1.0,True
The permission to engage was given before the word RPG was ever used.,0.9,False
Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,1.0,False
Lorain is the poorest urban school district in the state of Ohio.,1.0,False
The Senate health care bill does not contain limits on medical malpractice lawsuits.,1.0,True
Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,1.0,False
"Says Barack Obama has the legal authority to let in really however many refugees he wants, from whatever country.",1.0,False
"Of all cities in the United States with more than 100,000 people, Providence is the 183rd safest.",0.95,True
"In Japan, executives of failing companies say 'I'm sorry' and then either do one of two things: resign or go commit suicide.",1.0,False
Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,0.7,False
Says Barack Obamas favorability rating in Israel once clocked in at 4 percent.,0.7,False
"Says Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.",1.0,False
Says U.S. House candidate Carlos Curbelo opposes the repeal of Obamacare.,0.9,False
"Says, Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.",0.95,True
One in five American households have nobody under the same roof thats got a job.,0.95,False
"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",0.95,True
Obamas mid-term approval ratings are similar to other presidents who went on to re-election.,1.0,False
I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,0.95,True
Says the fluoride Austin is putting in its drinking water is toxic waste.,0.95,False
The new light bulbs will cost roughly six times the cost of the light bulbs we now use.,0.7,False
Only three in 10 young Americans under 30 -- 30 percent under 30 -- have full-time work.,0.7,False
Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,0.3,False
"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",0.7,False
The U.S. Supreme Court struck down Wisconsins photo ID election law,1.0,False
"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",1.0,True
The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.,0.9,True
We know how to stop AIDS: persuade men not to have sex with men.,0.95,False
Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,0.9,False
Alexander Hamilton was an immigration hawk.,0.95,False
And weve constantly been the lowest unemployed county in the state.,0.95,False
The federal government can tell General Motors what to charge for its automobiles.,1.0,False
A few weeks ago Obama took Hamas and Iran OFF the terror list.,0.9,False
"Once a woman enters into the sex trade, her average life expectancy is seven years.",0.7,False
"Says Congresswoman Loretta Sanchez has passed one bill in her 20 years in Congress, and that was to rename a post office.",1.0,False
"Under the House Republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.",1.0,False
The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,1.0,False
John Boozman supports privatizing Social Security,1.0,False
Slot machines in Miami-Dade and Broward counties have generated 20 percent of the promised $500 million per year for schools.,0.95,True
Jebs policies in Florida helped lead to its almost total collapse.,1.0,False
"We are almost halfway to our goal of 1,000 rapes prosecuted!",1.0,True
"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",1.0,True
